control_id,iteration,fact_index,mover_score,is_found_binary,status,fact_text,evidence_found
154,4,4,0.6214,0,INDICATED,"Critical-priority (1) incidents show repetitive patterns in symptom (491) and locations (204, 143 and categories (46, 42) and require detailed compliance assessment.",category 46 (104 occurrences) and location 204 (171 occurrences) are the most frequently affected this statistical breakdown enables the deduction of frequently targeted it assets
154,5,1,0.6227,0,INDICATED,"Low-priority (4) incidents are informational and spam about many symptoms, locations, and categories.",control 'report technical analysis and most affected categories' is adequately
154,5,2,0.5998,0,MISSING,Medium-priority (3) incidents show widely distributed symptoms and affected categories with no clear pattern.,high-cost incidents this analysis must distinguish true process errors from the newly defined acceptable
154,5,3,0.6336,0,INDICATED,"High-priority (2) incidents show repetitive symptom (491), location (161), and categories (46, 42, 53, 57, 61) and require compliance investigation.",491) locations (e.g 204) and categories (e.g 42 46 23 53 26) which allows for deduction of frequently targeted it assets **required remediation:**
154,5,4,0.6191,0,INDICATED,"Critical-priority (1) incidents show repetitive patterns in symptom (491) and locations (204, 143 and categories (46, 42) and require detailed compliance assessment.",adequately met as the provided technical analysis data clearly identifies prevalent symptoms (e.g 491) locations (e.g 204) and categories (e.g 42
154,6,1,0.6088,0,INDICATED,"Low-priority (4) incidents are informational and spam about many symptoms, locations, and categories.",for technical deduction and cannot be derived from the updated process compliance metrics or deviation
154,6,2,0.6046,0,INDICATED,Medium-priority (3) incidents show widely distributed symptoms and affected categories with no clear pattern.,the 70 incidents with unrecorded symptoms (`none`) to ensure comprehensive data
154,6,3,0.6316,0,INDICATED,"High-priority (2) incidents show repetitive symptom (491), location (161), and categories (46, 42, 53, 57, 61) and require compliance investigation.",reporting of technical statistics as required by the control analysis shows that symptom `491` (202 occurrences) category `46` (82 occurrences) and location `204` (154
154,6,4,0.6273,0,INDICATED,"Critical-priority (1) incidents show repetitive patterns in symptom (491) and locations (204, 143 and categories (46, 42) and require detailed compliance assessment.",reporting of technical statistics as required by the control analysis shows that symptom `491` (202 occurrences) category `46` (82 occurrences) and location
154,7,1,0.6099,0,INDICATED,"Low-priority (4) incidents are informational and spam about many symptoms, locations, and categories.",for process compliance due to adjusted thresholds and merge rules
154,7,2,0.5951,0,MISSING,Medium-priority (3) incidents show widely distributed symptoms and affected categories with no clear pattern.,also showing significant non-compliance from a technical analysis perspective symptom 491 (172 occurrences) category
154,7,3,0.6387,0,INDICATED,"High-priority (2) incidents show repetitive symptom (491), location (161), and categories (46, 42, 53, 57, 61) and require compliance investigation.",non-compliance from a technical analysis perspective symptom 491 (172 occurrences) category 46 (55 occurrences) and location 204 (110
154,7,4,0.6308,0,INDICATED,"Critical-priority (1) incidents show repetitive patterns in symptom (491) and locations (204, 143 and categories (46, 42) and require detailed compliance assessment.",also showing significant non-compliance from a technical analysis perspective symptom 491 (172 occurrences) category 46 (55 occurrences) and location 204 (110
154,8,1,0.6062,0,INDICATED,"Low-priority (4) incidents are informational and spam about many symptoms, locations, and categories.",of incidents with 'none' for symptom as this data quality issue
154,8,2,0.5959,0,MISSING,Medium-priority (3) incidents show widely distributed symptoms and affected categories with no clear pattern.,the 'cost' metric indicates high non-compliance with all identified incidents falling into the
154,8,3,0.6448,0,INDICATED,"High-priority (2) incidents show repetitive symptom (491), location (161), and categories (46, 42, 53, 57, 61) and require compliance investigation.",symptom 491 (104 occurrences) and 'none' (75 occurrences) as most frequent with location 204 (119 incidents) and category 46 (71
154,8,4,0.6399,0,INDICATED,"Critical-priority (1) incidents show repetitive patterns in symptom (491) and locations (204, 143 and categories (46, 42) and require detailed compliance assessment.",0.81) technical analysis reveals symptom 491 (104 occurrences) and 'none' (75 occurrences) as most frequent with location 204 (119 incidents) and category
154,9,1,0.6053,0,INDICATED,"Low-priority (4) incidents are informational and spam about many symptoms, locations, and categories.",attributes while recent adjustments to compliance metrics and interpretations for repetitive process deviations
154,9,2,0.5954,0,MISSING,Medium-priority (3) incidents show widely distributed symptoms and affected categories with no clear pattern.,most frequently observed technical attributes while recent adjustments to compliance metrics and interpretations
154,9,3,0.6326,0,INDICATED,"High-priority (2) incidents show repetitive symptom (491), location (161), and categories (46, 42, 53, 57, 61) and require compliance investigation.",with categories '53' and '26') and location '204' (122 occurrences) are the most frequently observed technical attributes while recent
154,9,4,0.6307,0,INDICATED,"Critical-priority (1) incidents show repetitive patterns in symptom (491) and locations (204, 143 and categories (46, 42) and require detailed compliance assessment.",(100 occurrences tied with categories '53' and '26') and location '204' (122 occurrences) are the most frequently observed technical attributes while recent adjustments to compliance metrics
154,10,1,0.615,0,INDICATED,"Low-priority (4) incidents are informational and spam about many symptoms, locations, and categories.",'491' and prioritize investigations for it assets and infrastructure in
154,10,2,0.5932,0,MISSING,Medium-priority (3) incidents show widely distributed symptoms and affected categories with no clear pattern.,"for data quality by enforcing mandatory symptom reporting to eliminate ""none"" entries"
154,10,3,0.6454,0,INDICATED,"High-priority (2) incidents show repetitive symptom (491), location (161), and categories (46, 42, 53, 57, 61) and require compliance investigation.",cause analysis for symptom '491' and prioritize investigations for it assets and infrastructure in locations '204' '143' '161' and categories '46'
154,10,4,0.6373,0,INDICATED,"Critical-priority (1) incidents show repetitive patterns in symptom (491) and locations (204, 143 and categories (46, 42) and require detailed compliance assessment.",cause analysis for symptom '491' and prioritize investigations for it assets and infrastructure in locations '204' '143' '161' and categories
